# Size   time [s]
  4032    3.9613
  5904    4.7746
  7776    10.5969
  9648    18.3929
  11520    20.0324
  3312    3.3758
  4896    2.9410
  6480    9.9068
  8064    13.4693
  9648    19.6189
  2592    2.2018
  3888    2.7061
  5184    5.4942
  6480    9.3277
  7776    12.7448
  1872    1.8277
  2880    2.0341
  3888    4.2085
  4896    5.1728
  5904    7.0404
  1152    1.1386
  1872    1.6367
  2592    2.6517
  3312    3.4685
  4032    4.4672
