# Size   time [s]
  4032    23.1233   
  5904    50.7137   
  7776    97.4053   
  9648    147.2815   
  3312    20.2071   
  4896    42.1221   
  6480    91.1076   
  8064    104.7966   
  2592    11.0426   
  3888    26.4677   
  5184    52.7562   
  6480    157.1776   
  1872    3.8789   
  2880    10.1721   
  3888    21.4467   
  4896    34.3476   
  5904    53.7915   
  1152    1.5488   
  1872    4.0147   
  2592    9.7820   
  3312    17.0563   
  4032    26.2119   
