# Size   mem [Mb]
  3312     159.4410   # [Mb]
  4896     322.4260   # [Mb]
  6480     548.2210   # [Mb]
  8064     836.8680   # [Mb]
  2592     106.1410   # [Mb]
  3888     211.4390   # [Mb]
  5184     358.8040   # [Mb]
  6480     548.2210   # [Mb]
  1872     65.81100   # [Mb]
  2880     125.9030   # [Mb]
  3888     211.4390   # [Mb]
  4896     322.4260   # [Mb]
  1152     38.48600   # [Mb]
  1872     65.81100   # [Mb]
  2592     106.1410   # [Mb]
  3312     159.4410   # [Mb]
