# Size   time [s]
  3312    40.0556
  4896    131.2787
  6480    301.7055
  8064    616
  2592    5.8161
  3888    22.3355
  5184    51.9739
  6480    109.6897
  1872    3.0374
  2880    11.8624
  3888    30.8948
  4896    45.3561
  1152    0.7660
  1872    2.7341
  2592    8.3407
  3312    18.4465
