1152 .42
1872 .69
1872 .70
2592 1.06
2592 1.06
2880 1.12
3312 1.39
3312 1.39
3888 1.82
3888 1.82
4032 1.91
4032 1.92
4896 2.70
4896 2.70
5184 2.99
5904 3.71
5904 3.71
6480 4.40
6480 4.40
7776 6.05
7776 6.05
8064 6.49
9648 9.14
9648 9.14
11520 0
