1152 44.8703
1872 179.7154
1872 188.9553
2592 449.8996
2592 452.4536
2880 691
3312 1036
3312 1056
3888 1580
3888 1774
4032 1749
4032 1798
4896 3472
4896 3660
5184 3960
5904 6000
5904 6420
6480 7740
6480 8340
7776 13080
7776 15180
8064 15420
9648 25980
9648 28020
