1152 .37
1872 .43
1872 .43
2592 .49
2592 .49
2880 .51
3312 .55
3312 .55
3888 .61
3888 .61
4032 .62
4032 .62
4896 .71
4896 .71
5184 .74
5904 .83
5904 .83
6480 .90
6480 .90
7776 1.07
7776 1.07
8064 1.10
9648 1.34
9648 1.34
11520 1.65
