1152 .39
1872 .48
1872 .48
2592 .65
2592 .65
2880 .62
3312 .78
3888 .91
4032 .98
4032 .98
4896 1.25
4896 1.25
5904 1.73
5904 1.73
6480 2.02
6480 2.02
7776 2.77
9648 4.02
9648 4.02
11520 5.61
