1152 1.5230
1872 3.5993
1872 4.8253
2592 10.6213
2592 9.6428
2880 13.0899
3312 16.3256
3312 16.6056
3888 31.2845
3888 32.0352
4032 26.5480
4032 32.6009
4896 58.3936
4896 58.9249
5184 69.4368
5904 77.1792
5904 90.5971
6480 116.0306
6480 116.1467
7776 176.4221
7776 225.0674
8064 195.6413
9648 324.6063
9648 361.7250
11520 420.7022
