1152 .37
1872 .48
1872 .48
2592 .64
2592 .65
2880 .71
3312 .86
3312 .87
3888 1.05
3888 1.05
4032 1.11
4032 1.11
4896 1.49
4896 1.49
5184 1.63
5904 2.03
5904 2.04
6480 2.39
6480 2.39
7776 3.22
7776 3.22
8064 3.46
9648 4.79
9648 4.79
11520 6.52
