1152 1.7478
1872 4.4573
1872 5.1138
2592 10.1325
2592 11.0804
2880 15.4830
3312 19.9098
3312 21.4019
3888 31.5025
3888 35.5594
4032 32.5531
4032 38.1639
4896 67.2566
4896 68.0192
5184 68.6899
5904 111.1498
5904 97.8863
6480 145.8448
6480 151.5965
7776 211.2893
7776 233.0255
8064 273.5673
9648 388.0078
9648 446.0965
11520 747
