# Ncpu   memory
 1   2.1686e+10    2.1248e+10     2.125e+10   0.00000e+00    1
   4   2.3759e+10    9.5451e+10     2.548e+10   0.00000e+00    2
   8   2.2752e+10    1.0475e+11     1.353e+10   0.00000e+00    1
  16   2.6601e+10    1.2069e+11     1.040e+10   0.00000e+00    1
  24   2.8551e+10    1.1831e+11     6.230e+09   0.00000e+00    1
  32   4.2346e+10    1.3207e+11     5.317e+09   0.00000e+00    2
  48   5.3340e+10    1.1881e+11     3.150e+09   0.00000e+00    2
  64   6.0444e+10    1.2834e+11     2.851e+09   0.00000e+00    2
  72   6.4278e+10    1.2957e+11     2.553e+09   0.00000e+00    3
