# Ncpu   memory
 1  5.87169e+09    1
   4  6.97843e+09    1
   9  8.62016e+09    1
  16  1.10609e+10    1
  25  1.42259e+10    1
  36  2.07988e+10    2
  48  2.62254e+10    2
  64  2.89650e+10    2
