# Ncpu   memory
 1  5.88057e+09    1
   4  6.91710e+09    1
   9  9.06384e+09    1
  16  1.22131e+10    1
  25  1.56417e+10    1
  36  2.19451e+10    2
  50  2.96980e+10    2
  64  3.16767e+10    2
