# Ncpu   memory
 1  1.81475e+10    1
   4  1.92681e+10    1
   9  2.11779e+10    1
  16  2.39417e+10    1
  25  2.75997e+10    1
  36  3.42581e+10    2
  50  4.18251e+10    2
  64  4.46988e+10    2
