# Ncpu   memory
 1  1.04996e+10    1
   4  1.92676e+10    1
   9  2.11453e+10    1
  16  2.17123e+10    1
  25  2.44544e+10    1
  36  3.42038e+10    2
  48  3.99185e+10    2
  64  4.29444e+10    2
