# Ncpu   memory
 1   1.2567e+09    8.7872e+08     8.787e+08   1.22728e+09    1
   4   2.5170e+09    4.8988e+09     1.319e+09   6.23148e+09    1
   8   4.2238e+09    6.4906e+09     8.980e+08   9.23060e+09    1
  16   7.6189e+09    6.4995e+09     5.315e+08   1.21537e+10    1
  24   1.0559e+10    6.8584e+09     4.231e+08   1.53624e+10    1
  32   1.4473e+10    6.7123e+09     2.757e+08   1.81292e+10    1
  48   2.5164e+10    7.2884e+09     2.148e+08   2.85149e+10    2
  64   2.7866e+10    7.2824e+09     1.948e+08   3.10590e+10    2
