# Ncpu   memory
   1   8.9107e+08    1.8755e+07     1.875e+07   8.70760e+08    1
   4   1.9980e+09    2.4089e+07     6.078e+06   1.95302e+09    1
   8   3.5142e+09    3.1829e+07     3.982e+06   3.43424e+09    1
  16   6.6511e+09    4.5262e+07     2.882e+06   6.49946e+09    1
  24   9.7930e+09    5.8817e+07     2.500e+06   9.56964e+09    1
  32   1.3039e+10    7.3453e+07     2.362e+06   1.27416e+10    1
  48   2.3209e+10    1.0141e+08     2.192e+06   2.26772e+10    2
  64   2.6228e+10    1.2804e+08     2.024e+06   2.56314e+10    2
